image_path,label,source_dataset,generator,split,license_notes
data/raw/cifake/archive/train/REAL/4071 (10).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4521.jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0592 (8).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0428 (3).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4504 (5).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/1703 (2).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2297 (3).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4844 (10).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/3988 (8).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4805 (2).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/1757 (8).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4492 (9).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1103 (8).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5514 (4).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/3446 (10).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2516 (2).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0067 (6).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/2650 (2).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4684 (7).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1246 (4).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4232 (3).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/1836 (2).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4208 (2).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/1631 (8).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1942 (2).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1440 (5).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/3991 (3).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4127 (10).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5317 (7).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1199 (3).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1215 (5).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4802 (5).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0670 (2).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/3785 (4).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/2581 (10).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4308.jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5349 (9).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/2807 (8).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5020 (5).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/2060 (8).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4527 (4).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0426 (7).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5698 (4).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0470 (7).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1841 (5).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4604.jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/3361 (10).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4067 (9).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/2188 (3).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/2586.jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5653 (2).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/1621 (10).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4466 (4).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/3314 (9).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4644 (3).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/3235 (8).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/2888 (7).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4554 (2).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/3511 (6).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4690 (6).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1999 (5).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4501 (4).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/2768 (5).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5812 (10).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/3874 (7).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/2439 (3).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0274 (6).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1112 (9).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2485 (2).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0053 (6).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/3210 (8).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/3438 (3).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2857 (9).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2213.jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1050 (3).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1744 (2).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/1033 (4).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4087 (7).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0106 (9).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4414 (6).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2317.jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/3868 (7).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/1696 (2).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/3333.jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4762 (9).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4062 (3).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1166 (9).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1815 (6).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1157 (9).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/1463 (2).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5869.jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4285 (6).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5508 (5).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/1323 (9).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4072 (7).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4437.jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/3216 (9).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/2385 (7).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/1043 (4).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/3437 (6).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/3968 (6).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/3605 (4).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/1291 (6).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/3930 (7).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2536 (9).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2621 (6).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/3132.jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/1006 (8).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4446 (3).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4300 (4).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0614 (9).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2993 (6).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/1541 (9).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/3614 (2).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4585.jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5134 (7).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0326 (7).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4880 (6).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4979 (7).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/3355 (7).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4568.jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0054 (10).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4678 (3).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/3857.jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/1198 (8).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0558 (9).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5034 (10).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2078.jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0327 (3).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4243 (10).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2884 (2).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/1612 (6).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1766 (2).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/2914 (2).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4795 (8).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5359 (3).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/3920 (4).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/2471 (2).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/3070 (9).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4221 (10).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4195 (8).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2117 (9).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4356 (6).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4864 (5).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5732 (6).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5895 (4).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2285 (6).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0887 (8).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4588 (6).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/1816 (4).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/1499 (2).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1981 (10).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2790 (3).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2699.jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/1075 (5).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/2927 (8).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4757 (3).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1116 (9).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1033 (5).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5554 (6).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2117 (4).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/2201 (4).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/3774 (5).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1783 (9).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/1070 (8).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4325 (5).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/3066 (3).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4032.jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/2485 (4).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1854 (3).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4311 (4).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/4721 (10).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0254 (6).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2312 (5).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0002.jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5648 (10).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5890 (7).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1458 (2).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2466 (6).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5114.jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0980 (6).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4998 (10).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1090 (2).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2191 (5).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1514 (10).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0681 (10).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5034 (3).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/5024 (10).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0264 (6).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0404 (8).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/2649 (9).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1534 (7).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/2780.jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1137 (3).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1595 (8).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1258 (6).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/2540 (6).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/2434.jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/1871 (10).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/3631 (10).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4911 (6).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/2089 (8).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2383 (2).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/4617 (10).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/3552 (4).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/2838 (7).jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0619 (3).jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/0011.jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/FAKE/3081.jpg,1,cifake,stable_diffusion,train,CIFAKE public Kaggle dataset; verify terms before submission
data/raw/cifake/archive/train/REAL/3553.jpg,0,cifake,cifar10,train,CIFAKE public Kaggle dataset; verify terms before submission
